年月,地區,信用卡產業別,教育程度類別,信用卡交易筆數,信用卡交易金額[新臺幣]
201503,臺灣,衣,其他,367578,1134140546
201503,臺灣,住,博士,20999,85911777
201503,臺灣,住,碩士,222140,967975750
201503,臺灣,住,大學,730615,3211711047
201503,臺灣,住,專科,309733,1355976383
201503,臺灣,住,高中高職,354332,1588036307
201503,臺灣,住,其他,384504,1844091184
201503,臺灣,行,博士,135867,150406396
201503,臺灣,行,碩士,1290505,1325603449
201503,臺灣,行,大學,4509627,4151683359
201503,臺灣,行,專科,2264712,2057840032
201503,臺灣,行,高中高職,3124688,2974717721
201503,臺灣,行,其他,2786486,2740566765
201503,臺灣,文教康樂,博士,39292,305119458
201503,臺灣,文教康樂,碩士,492001,2713427324
201503,臺灣,文教康樂,大學,1782615,8396182807
201503,臺灣,文教康樂,專科,587979,3191144891
201503,臺灣,文教康樂,高中高職,659594,3720555317
201503,臺灣,文教康樂,其他,793739,4642820556
201503,臺灣,百貨,博士,47690,125888940
201503,臺灣,百貨,碩士,570380,1539347763
201503,臺灣,百貨,大學,2142320,5779873739
201503,臺灣,百貨,專科,859853,2402084266
201503,臺灣,百貨,高中高職,946962,2889683628
201503,臺灣,百貨,其他,1180043,3544803551
201503,臺灣,其他,博士,128229,461790068
201503,臺灣,其他,碩士,1537876,4683006282
201503,臺灣,其他,大學,6230647,18435253624
201503,臺灣,其他,專科,2894256,9429187298
201503,臺灣,其他,高中高職,4006769,14032876231
201503,臺灣,其他,其他,3383628,12215825076
201504,臺灣,食,博士,146909,181004741
201504,臺灣,食,碩士,1391139,1730978051
201504,臺灣,食,大學,4607244,5615411360
201504,臺灣,食,專科,2275316,2629506514
201504,臺灣,食,高中高職,2683360,3266141814
201504,臺灣,食,其他,2785200,3609141474
201504,臺灣,衣,博士,10154,29469429
201504,臺灣,衣,碩士,156351,419397651
201504,臺灣,衣,大學,709135,1838940324
201504,臺灣,衣,專科,301449,821601168
201504,臺灣,衣,高中高職,391594,1111407204
201504,臺灣,衣,其他,375478,1120767912
201504,臺灣,住,博士,21366,95047915
201504,臺灣,住,碩士,225705,1045567682
201504,臺灣,住,大學,725621,3428046763
201504,臺灣,住,專科,311759,1551298574
201504,臺灣,住,高中高職,351908,1801717195
201504,臺灣,住,其他,378635,1983898635
201504,臺灣,行,博士,131964,145018491
201504,臺灣,行,碩士,1261627,1290032028
201504,臺灣,行,大學,4399464,4036568523
201504,臺灣,行,專科,2195393,1993362196
201504,臺灣,行,高中高職,3022572,2870995119
201504,臺灣,行,其他,2700299,2646291476
201504,臺灣,文教康樂,博士,38158,301598734
201504,臺灣,文教康樂,碩士,498250,2652306610
201504,臺灣,文教康樂,大學,1857930,8247986438
201504,臺灣,文教康樂,專科,590246,3181614374
201504,臺灣,文教康樂,高中高職,693682,3827636663
201504,臺灣,文教康樂,其他,796371,4766975750
201504,臺灣,百貨,博士,51855,147701456
201504,臺灣,百貨,碩士,621986,1823046069
201504,臺灣,百貨,大學,2355478,6799489518
201504,臺灣,百貨,專科,952374,2820698520
201504,臺灣,百貨,高中高職,1063255,3425206258
201504,臺灣,百貨,其他,1302981,4262028198
201504,臺灣,其他,博士,123517,484579166
201504,臺灣,其他,碩士,1434966,4960550770
201504,臺灣,其他,大學,5759804,19147194682
201504,臺灣,其他,專科,2727489,10298264992
201504,臺灣,其他,高中高職,3684392,14203166487
201504,臺灣,其他,其他,3107728,12430505334
201505,臺灣,食,博士,163692,214566735
201505,臺灣,食,碩士,1561419,2023864948
201505,臺灣,食,大學,5138697,6532636176
201505,臺灣,食,專科,2534784,3051472068
201505,臺灣,食,高中高職,2983488,3789883586
201505,臺灣,食,其他,3081935,4173639600
201505,臺灣,衣,博士,11517,32624410
201505,臺灣,衣,碩士,175214,458366651
201505,臺灣,衣,大學,781983,1962696439
201505,臺灣,衣,專科,336117,887842581
201505,臺灣,衣,高中高職,436566,1204634773
201505,臺灣,衣,其他,418969,1207259317
201505,臺灣,住,博士,22450,107785207
201505,臺灣,住,碩士,237430,1101389997
201505,臺灣,住,大學,753783,3527005143
201505,臺灣,住,專科,320647,1535261146
201505,臺灣,住,高中高職,363028,1819500297
201505,臺灣,住,其他,396566,2068926454
201505,臺灣,行,博士,139649,158670997
201505,臺灣,行,碩士,1321780,1406655631
201505,臺灣,行,大學,4595992,4356609374
201505,臺灣,行,專科,2282183,2152599888
201505,臺灣,行,高中高職,3153221,3092856333
201505,臺灣,行,其他,2808371,2846938733
201505,臺灣,文教康樂,博士,39431,330943859
201505,臺灣,文教康樂,碩士,495581,2860183425
201505,臺灣,文教康樂,大學,1741441,8586039226
201505,臺灣,文教康樂,專科,588083,3410856294
201505,臺灣,文教康樂,高中高職,646108,3923307651
201505,臺灣,文教康樂,其他,780255,4945613554
201505,臺灣,百貨,博士,56346,162073714
201505,臺灣,百貨,碩士,666322,1797012705
201505,臺灣,百貨,大學,2452090,6415557325
201505,臺灣,百貨,專科,980740,2603159145
201505,臺灣,百貨,高中高職,1088651,3139705011
201505,臺灣,百貨,其他,1367843,4029105336
201505,臺灣,其他,博士,139281,2721149218
201505,臺灣,其他,碩士,1612802,16380012164
201505,臺灣,其他,大學,6204719,37170920155
201505,臺灣,其他,專科,2839541,15460927637
201505,臺灣,其他,高中高職,3741369,16829246448
201505,臺灣,其他,其他,3237158,20009385360
201506,臺灣,食,博士,158901,199786046
201506,臺灣,食,碩士,1499658,1836452356
201506,臺灣,食,大學,4998012,5965913257
201506,臺灣,食,專科,2504404,2824617100
201506,臺灣,食,高中高職,2944291,3469815284
201506,臺灣,食,其他,3015725,3806693340
201506,臺灣,衣,博士,11471,31581494
201506,臺灣,衣,碩士,176867,437777837
201506,臺灣,衣,大學,787765,1884773641
201506,臺灣,衣,專科,327040,831197717
201506,臺灣,衣,高中高職,421017,1109014816
201506,臺灣,衣,其他,414912,1129286580
201506,臺灣,住,博士,22173,99861513
201506,臺灣,住,碩士,229267,1064880164
201506,臺灣,住,大學,743669,3506393529
201506,臺灣,住,專科,321802,1597207092
201506,臺灣,住,高中高職,372385,1945294987
201506,臺灣,住,其他,396305,2069864796
201506,臺灣,行,博士,138165,159906852
201506,臺灣,行,碩士,1326065,1403207816
201506,臺灣,行,大學,4665039,4414320210
201506,臺灣,行,專科,2334444,2209716194
201506,臺灣,行,高中高職,3232640,3203408208
201506,臺灣,行,其他,2869412,2932205478
201506,臺灣,文教康樂,博士,42237,399591248
201506,臺灣,文教康樂,碩士,530642,3145907418
201506,臺灣,文教康樂,大學,1927553,8900732617
201506,臺灣,文教康樂,專科,611664,3465849395
201506,臺灣,文教康樂,高中高職,697965,3752454715
201506,臺灣,文教康樂,其他,815924,4956778063
201506,臺灣,百貨,博士,54884,147459634
201506,臺灣,百貨,碩士,644061,1642097721
201506,臺灣,百貨,大學,2378797,5895646048
201506,臺灣,百貨,專科,963191,2476148832
201506,臺灣,百貨,高中高職,1056280,2885377171
201506,臺灣,百貨,其他,1308425,3644441340
201506,臺灣,其他,博士,128115,723427552
201506,臺灣,其他,碩士,1481412,6010482093
201506,臺灣,其他,大學,5951539,20663602107
201506,臺灣,其他,專科,2781767,10175989750
201506,臺灣,其他,高中高職,3769369,13939255724
201506,臺灣,其他,其他,3195997,12453797241
201507,臺灣,食,博士,168175,207091350
201507,臺灣,食,碩士,1603736,1940422960
201507,臺灣,食,大學,5355976,6322444860
201507,臺灣,食,專科,2667117,3012367150
201507,臺灣,食,高中高職,3159691,3735662662
201507,臺灣,食,其他,3196986,4034049491
201507,臺灣,衣,博士,12585,33741711
201507,臺灣,衣,碩士,182876,440811446
201507,臺灣,衣,大學,795156,1850665370
201507,臺灣,衣,專科,337424,834557795
201507,臺灣,衣,高中高職,425447,1089744516
201507,臺灣,衣,其他,417086,1082791455
201507,臺灣,住,博士,26535,123880396
201507,臺灣,住,碩士,259516,1197197053
201507,臺灣,住,大學,824574,3828749514
201507,臺灣,住,專科,354245,1698807268
201507,臺灣,住,高中高職,396213,1983074764
201507,臺灣,住,其他,432479,2235548277
201507,臺灣,行,博士,140364,163047094
201507,臺灣,行,碩士,1369537,1456995491
201507,臺灣,行,大學,4818649,4556593234
201507,臺灣,行,專科,2408119,2253777148
201507,臺灣,行,高中高職,3310503,3219469446
201507,臺灣,行,其他,2927271,2964277614
201507,臺灣,文教康樂,博士,46048,391572784
201507,臺灣,文教康樂,碩士,570398,3195202719
201507,臺灣,文教康樂,大學,2039065,9057142688
201507,臺灣,文教康樂,專科,657351,3520623532
201507,臺灣,文教康樂,高中高職,727809,3684910964
201507,臺灣,文教康樂,其他,861403,4880821362
201507,臺灣,百貨,博士,58206,150036761
201507,臺灣,百貨,碩士,667307,1615891864
201507,臺灣,百貨,大學,2444000,5765349814
201507,臺灣,百貨,專科,997009,2409320300
201507,臺灣,百貨,高中高職,1079883,2774102242
201507,臺灣,百貨,其他,1372277,3555184613
201507,臺灣,其他,博士,135405,530936596
201507,臺灣,其他,碩士,1600036,4921942993
201507,臺灣,其他,大學,6389587,18826596315
201507,臺灣,其他,專科,2893913,9505706704
201507,臺灣,其他,高中高職,3906070,13229120953
201507,臺灣,其他,其他,3297677,11305594824
201508,臺灣,食,博士,180478,224938453
201508,臺灣,食,碩士,1774898,2202674158
201508,臺灣,食,大學,5992630,7468841817
201508,臺灣,食,專科,3010800,3650287961
201508,臺灣,食,高中高職,3640863,4772578415
201508,臺灣,食,其他,3616556,4902041482
201508,臺灣,衣,博士,11222,28854383
201508,臺灣,衣,碩士,172653,411998041
201508,臺灣,衣,大學,743028,1711840405
201508,臺灣,衣,專科,315802,763001960
201508,臺灣,衣,高中高職,404803,1019398647
201508,臺灣,衣,其他,388065,1013211272
201508,臺灣,住,博士,26599,112161572
201508,臺灣,住,碩士,267756,1152550455
201508,臺灣,住,大學,835770,3541388376
201508,臺灣,住,專科,351839,1556819701
201508,臺灣,住,高中高職,390987,1776645223
201508,臺灣,住,其他,433681,2050873226
201508,臺灣,行,博士,135012,144950359
201508,臺灣,行,碩士,1344200,1358236956
201508,臺灣,行,大學,4692201,4225389015
201508,臺灣,行,專科,2323190,2052618911
201508,臺灣,行,高中高職,3181886,2909475767
201508,臺灣,行,其他,2828373,2685441080
201508,臺灣,文教康樂,博士,47203,405649674
201508,臺灣,文教康樂,碩士,594888,3250190672
201508,臺灣,文教康樂,大學,2126837,9672759615
201508,臺灣,文教康樂,專科,687696,4136485351
201508,臺灣,文教康樂,高中高職,760205,4374249790
201508,臺灣,文教康樂,其他,898826,5279426049
201508,臺灣,百貨,博士,58032,143109789
201508,臺灣,百貨,碩士,684141,1672769797
201508,臺灣,百貨,大學,2481405,5871655723
201508,臺灣,百貨,專科,986385,2386378882
201508,臺灣,百貨,高中高職,1072498,2775540537
201508,臺灣,百貨,其他,1354355,3436297059
201508,臺灣,其他,博士,133055,531636181
201508,臺灣,其他,碩士,1615331,5109399117
201508,臺灣,其他,大學,6408482,19024267481
201508,臺灣,其他,專科,2843273,9609355034
201508,臺灣,其他,高中高職,3860098,13504234564
201508,臺灣,其他,其他,3269992,11625922235
201509,臺灣,食,博士,166246,206906168
201509,臺灣,食,碩士,1599549,2014365258
201509,臺灣,食,大學,5339845,6643355903
201509,臺灣,食,專科,2627557,3124757589
201509,臺灣,食,高中高職,3099113,3907004469
201509,臺灣,食,其他,3192383,4259184479
201509,臺灣,衣,博士,9800,27207886
201509,臺灣,衣,碩士,156735,410433785
201509,臺灣,衣,大學,703314,1786545669
201509,臺灣,衣,專科,290081,780255571
201509,臺灣,衣,高中高職,374140,1038895588
201509,臺灣,衣,其他,366557,1093347854
201509,臺灣,住,博士,21486,92718873
201509,臺灣,住,碩士,224345,1000847664
201509,臺灣,住,大學,723082,3202312799
201509,臺灣,住,專科,304393,1344276417
201509,臺灣,住,高中高職,348697,1602917368
201509,臺灣,住,其他,380012,1825053549
201509,臺灣,行,博士,136029,144035116
201509,臺灣,行,碩士,1332006,1314747860
201509,臺灣,行,大學,4650340,4088569360
201509,臺灣,行,專科,2286820,1975855916
201509,臺灣,行,高中高職,3137991,2821068801
201509,臺灣,行,其他,2811552,2609127119
201509,臺灣,文教康樂,博士,43335,304092113
201509,臺灣,文教康樂,碩士,553880,2906678432
201509,臺灣,文教康樂,大學,1996983,9041605656
201509,臺灣,文教康樂,專科,650926,3747102529
201509,臺灣,文教康樂,高中高職,725550,4205858852
201509,臺灣,文教康樂,其他,858523,5009407226
201509,臺灣,百貨,博士,51908,158928891
201509,臺灣,百貨,碩士,613346,1760903084
201509,臺灣,百貨,大學,2282196,6654981523
201509,臺灣,百貨,專科,905995,2722305544
201509,臺灣,百貨,高中高職,996535,3224399089
201509,臺灣,百貨,其他,1229971,3893163946
201509,臺灣,其他,博士,130037,628328428
201509,臺灣,其他,碩士,1577580,5614377153
201509,臺灣,其他,大學,6306652,21388529622
201509,臺灣,其他,專科,2825958,10803459555
201509,臺灣,其他,高中高職,3872243,15022406700
201509,臺灣,其他,其他,3248941,12544097112
201510,臺灣,食,博士,167072,206334522
201510,臺灣,食,碩士,1609708,1992924720
201510,臺灣,食,大學,5329216,6418213183
201510,臺灣,食,專科,2600724,2942167115
201510,臺灣,食,高中高職,3063306,3627487715
201510,臺灣,食,其他,3136180,4004336551
201510,臺灣,衣,博士,11231,32598938
201510,臺灣,衣,碩士,180041,488150271
201510,臺灣,衣,大學,808117,2117272165
201510,臺灣,衣,專科,328140,899221822
201510,臺灣,衣,高中高職,422768,1210353347
201510,臺灣,衣,其他,418627,1228272115
201510,臺灣,住,博士,22559,108765352
201510,臺灣,住,碩士,236424,1134741037
201510,臺灣,住,大學,763146,3579816118
201510,臺灣,住,專科,313397,1472458381
201510,臺灣,住,高中高職,356162,1680515710
201510,臺灣,住,其他,391479,2019908484
201510,臺灣,行,博士,143290,156028051
201510,臺灣,行,碩士,1382194,1403711284
201510,臺灣,行,大學,4805030,4310032826
201510,臺灣,行,專科,2340215,2046946131
201510,臺灣,行,高中高職,3223953,2939033927
201510,臺灣,行,其他,2902103,2735632047
201510,臺灣,文教康樂,博士,43232,281029186
201510,臺灣,文教康樂,碩士,565310,2786134076
201510,臺灣,文教康樂,大學,2019107,8686221428
201510,臺灣,文教康樂,專科,634273,3286086778
201510,臺灣,文教康樂,高中高職,707056,3834909975
201510,臺灣,文教康樂,其他,866898,4806741154
201510,臺灣,百貨,博士,63203,206451237
201510,臺灣,百貨,碩士,791551,2618276473
201510,臺灣,百貨,大學,3008456,9803669417
201510,臺灣,百貨,專科,1210058,3950795779
201510,臺灣,百貨,高中高職,1344922,4776590377
201510,臺灣,百貨,其他,1630798,5544851147
201510,臺灣,其他,博士,137314,547677404
201510,臺灣,其他,碩士,1658860,5488118599
201510,臺灣,其他,大學,6503267,21325728675
201510,臺灣,其他,專科,2952093,10166435195
201510,臺灣,其他,高中高職,3977852,14312413328
201510,臺灣,其他,其他,3313603,12258246026
201511,臺灣,食,博士,161159,207282932
201511,臺灣,食,碩士,1559325,1981055138
201511,臺灣,食,大學,5181272,6403458836
201511,臺灣,食,專科,2540963,2971477004
201511,臺灣,食,高中高職,2996986,3663282408
201511,臺灣,食,其他,3091143,4097366265
201511,臺灣,衣,博士,10589,32433228
201511,臺灣,衣,碩士,169954,471022518
201511,臺灣,衣,大學,765293,2063245000
201511,臺灣,衣,專科,309653,888299575
201511,臺灣,衣,高中高職,397783,1190995108
201511,臺灣,衣,其他,389456,1182295760
201511,臺灣,住,博士,23402,113974835
201511,臺灣,住,碩士,254616,1327416401
201511,臺灣,住,大學,822798,4202634508
201511,臺灣,住,專科,337624,1719084058
201511,臺灣,住,高中高職,375912,1938431472
201511,臺灣,住,其他,413515,2360291001
201511,臺灣,行,博士,143364,153224636
201511,臺灣,行,碩士,1358108,1364694191
201511,臺灣,行,大學,4722652,4150567074
201511,臺灣,行,專科,2303134,1976425444
201511,臺灣,行,高中高職,3150721,2813106337
201511,臺灣,行,其他,2826840,2633694139
201511,臺灣,文教康樂,博士,40447,263839192
201511,臺灣,文教康樂,碩士,524745,2610213278
