年月,地區,信用卡產業別,教育程度類別,信用卡交易筆數,信用卡交易金額[新臺幣]
202205,臺灣,行,高中高職,4154293,4573319192
202205,臺灣,行,其他,4327995,4029756232
202205,臺灣,文教康樂,博士,71710,218913348
202205,臺灣,文教康樂,碩士,1136420,2546699352
202205,臺灣,文教康樂,大學,3976663,7778765600
202205,臺灣,文教康樂,專科,861065,1947687024
202205,臺灣,文教康樂,高中高職,1081388,2369536512
202205,臺灣,文教康樂,其他,1571197,2968228896
202205,臺灣,百貨,博士,351588,534214852
202205,臺灣,百貨,碩士,4749913,6384552899
202205,臺灣,百貨,大學,17044408,22324385888
202205,臺灣,百貨,專科,5062411,7104356335
202205,臺灣,百貨,高中高職,6215476,8703399468
202205,臺灣,百貨,其他,6213519,8731114410
202205,臺灣,其他,博士,223000,1695076894
202205,臺灣,其他,碩士,2925065,14474464880
202205,臺灣,其他,大學,10701838,34676746726
202205,臺灣,其他,專科,3671937,13059043782
202205,臺灣,其他,高中高職,4951396,17078689400
202205,臺灣,其他,其他,4220661,15460471464
202206,臺灣,食,博士,404883,224066149
202206,臺灣,食,碩士,6747377,3170658096
202206,臺灣,食,大學,23847358,10243379849
202206,臺灣,食,專科,4772964,2450386651
202206,臺灣,食,高中高職,6740334,3292802360
202206,臺灣,食,其他,9146992,4028557345
202206,臺灣,衣,博士,15764,39745190
202206,臺灣,衣,碩士,325020,711336494
202206,臺灣,衣,大學,1454573,2981628429
202206,臺灣,衣,專科,320793,754486208
202206,臺灣,衣,高中高職,439058,1043465360
202206,臺灣,衣,其他,484825,1069271377
202206,臺灣,住,博士,43057,164930433
202206,臺灣,住,碩士,619477,2004618618
202206,臺灣,住,大學,2226861,6190440386
202206,臺灣,住,專科,564971,1876610869
202206,臺灣,住,高中高職,734672,2415671968
202206,臺灣,住,其他,774351,2369858572
202206,臺灣,行,博士,197203,273714898
202206,臺灣,行,碩士,2558746,2673152578
202206,臺灣,行,大學,9526455,8511013470
202206,臺灣,行,專科,2901887,3254093952
202206,臺灣,行,高中高職,4406757,4880964846
202206,臺灣,行,其他,4671764,4398768025
202206,臺灣,文教康樂,博士,81497,282449861
202206,臺灣,文教康樂,碩士,1306431,3032247210
202206,臺灣,文教康樂,大學,4535332,8886853490
202206,臺灣,文教康樂,專科,969820,2193747322
202206,臺灣,文教康樂,高中高職,1203993,2565058327
202206,臺灣,文教康樂,其他,1750791,3384586260
202206,臺灣,百貨,博士,368553,559535074
202206,臺灣,百貨,碩士,5016285,6501346002
202206,臺灣,百貨,大學,17967628,22926259871
202206,臺灣,百貨,專科,5326597,7301569414
202206,臺灣,百貨,高中高職,6503535,8983437924
202206,臺灣,百貨,其他,6473034,8857662565
202206,臺灣,其他,博士,219191,6487255344
202206,臺灣,其他,碩士,2950640,38507939937
202206,臺灣,其他,大學,10812668,63840704076
202206,臺灣,其他,專科,3614854,20529375134
202206,臺灣,其他,高中高職,4874085,22040878842
202206,臺灣,其他,其他,4244833,29318855210
202207,臺灣,食,博士,436102,279703280
202207,臺灣,食,碩士,7316398,3691544169
202207,臺灣,食,大學,25265342,11913679416
202207,臺灣,食,專科,5074657,2942491486
202207,臺灣,食,高中高職,7038464,3871203248
202207,臺灣,食,其他,9386706,4699438395
202207,臺灣,衣,博士,17895,45475876
202207,臺灣,衣,碩士,352899,774710310
202207,臺灣,衣,大學,1566919,3216162388
202207,臺灣,衣,專科,372566,873612875
202207,臺灣,衣,高中高職,515442,1209622798
202207,臺灣,衣,其他,556279,1228622954
202207,臺灣,住,博士,51090,220196744
202207,臺灣,住,碩士,693036,2577827261
202207,臺灣,住,大學,2358722,7570896361
202207,臺灣,住,專科,612224,2331115995
202207,臺灣,住,高中高職,780694,2878700704
202207,臺灣,住,其他,850906,2965790879
202207,臺灣,行,博士,240271,313641139
202207,臺灣,行,碩士,3063861,3256944118
202207,臺灣,行,大學,11066363,9917616663
202207,臺灣,行,專科,3308757,3679715434
202207,臺灣,行,高中高職,4956113,5453675662
202207,臺灣,行,其他,5322692,5021007369
202207,臺灣,文教康樂,博士,91885,297741629
202207,臺灣,文教康樂,碩士,1441515,3178679058
202207,臺灣,文教康樂,大學,4877309,9463362119
202207,臺灣,文教康樂,專科,1059838,2473437590
202207,臺灣,文教康樂,高中高職,1290601,2828210479
202207,臺灣,文教康樂,其他,1897153,3674346222
202207,臺灣,百貨,博士,390720,586804535
202207,臺灣,百貨,碩士,5428548,6995314260
202207,臺灣,百貨,大學,19247640,24314257217
202207,臺灣,百貨,專科,5677257,7869185339
202207,臺灣,百貨,高中高職,6944389,9989986640
202207,臺灣,百貨,其他,7017903,9801822965
202207,臺灣,其他,博士,220325,641162445
202207,臺灣,其他,碩士,2889888,7037043017
202207,臺灣,其他,大學,10593004,24963245522
202207,臺灣,其他,專科,3621435,9823853035
202207,臺灣,其他,高中高職,4865680,14213400063
202207,臺灣,其他,其他,4245309,11539727506
202208,臺灣,食,博士,434391,289837185
202208,臺灣,食,碩士,7389185,3866699749
202208,臺灣,食,大學,25244390,12619598785
202208,臺灣,食,專科,4970214,3133010993
202208,臺灣,食,高中高職,6884307,4070582763
202208,臺灣,食,其他,9310461,4951918251
202208,臺灣,衣,博士,16697,42026217
202208,臺灣,衣,碩士,333464,729338182
202208,臺灣,衣,大學,1499458,3067549224
202208,臺灣,衣,專科,351472,811543410
202208,臺灣,衣,高中高職,491186,1167000748
202208,臺灣,衣,其他,529573,1169966501
202208,臺灣,住,博士,50592,203976042
202208,臺灣,住,碩士,693769,2447116560
202208,臺灣,住,大學,2413844,7200818078
202208,臺灣,住,專科,621222,2197353253
202208,臺灣,住,高中高職,779964,2588030168
202208,臺灣,住,其他,860717,2813575694
202208,臺灣,行,博士,255261,304744484
202208,臺灣,行,碩士,3189901,3133364628
202208,臺灣,行,大學,11420755,9755514794
202208,臺灣,行,專科,3372065,3572013027
202208,臺灣,行,高中高職,5005964,5321603292
202208,臺灣,行,其他,5499564,4930281051
202208,臺灣,文教康樂,博士,97595,440556505
202208,臺灣,文教康樂,碩士,1496492,4444176560
202208,臺灣,文教康樂,大學,5064013,12681793723
202208,臺灣,文教康樂,專科,1134458,4086352669
202208,臺灣,文教康樂,高中高職,1352055,4018898877
202208,臺灣,文教康樂,其他,1992368,5234934933
202208,臺灣,百貨,博士,396889,609048568
202208,臺灣,百貨,碩士,5560779,6874070516
202208,臺灣,百貨,大學,19787048,24410811728
202208,臺灣,百貨,專科,5816952,7933393894
202208,臺灣,百貨,高中高職,7136692,10193514231
202208,臺灣,百貨,其他,7177479,9908936568
202208,臺灣,其他,博士,221787,686449311
202208,臺灣,其他,碩士,2949152,7196776048
202208,臺灣,其他,大學,10751913,26343958913
202208,臺灣,其他,專科,3629966,10553673201
202208,臺灣,其他,高中高職,4970091,15300430007
202208,臺灣,其他,其他,4346037,12101578872
202209,臺灣,食,博士,402290,250483187
202209,臺灣,食,碩士,6829220,3470411056
202209,臺灣,食,大學,23606057,11268615526
202209,臺灣,食,專科,4598199,2755304959
202209,臺灣,食,高中高職,6479577,3686951095
202209,臺灣,食,其他,8902569,4490498636
202209,臺灣,衣,博士,14697,38109851
202209,臺灣,衣,碩士,305634,689052641
202209,臺灣,衣,大學,1393898,2963680708
202209,臺灣,衣,專科,316905,765080159
202209,臺灣,衣,高中高職,447051,1087085216
202209,臺灣,衣,其他,501044,1125059136
202209,臺灣,住,博士,41722,166349426
202209,臺灣,住,碩士,609459,2162690496
202209,臺灣,住,大學,2191988,6771395662
202209,臺灣,住,專科,554091,1947213080
202209,臺灣,住,高中高職,720181,2387205341
202209,臺灣,住,其他,798834,2562448432
202209,臺灣,行,博士,237445,318880895
202209,臺灣,行,碩士,2986855,3305319954
202209,臺灣,行,大學,10843285,9851077612
202209,臺灣,行,專科,3201205,3676740305
202209,臺灣,行,高中高職,4786251,5289056638
202209,臺灣,行,其他,5286448,4923315747
202209,臺灣,文教康樂,博士,86357,349091071
202209,臺灣,文教康樂,碩士,1351180,4146128138
202209,臺灣,文教康樂,大學,4656061,12633849398
202209,臺灣,文教康樂,專科,1043742,3637740244
202209,臺灣,文教康樂,高中高職,1255271,3939653339
202209,臺灣,文教康樂,其他,1891875,5023330156
202209,臺灣,百貨,博士,361664,587076978
202209,臺灣,百貨,碩士,5093454,6911412269
202209,臺灣,百貨,大學,18301401,24983518378
202209,臺灣,百貨,專科,5292273,7805141151
202209,臺灣,百貨,高中高職,6469042,9812650744
202209,臺灣,百貨,其他,6694373,9890059929
202209,臺灣,其他,博士,206712,596727799
202209,臺灣,其他,碩士,2773560,6671898006
202209,臺灣,其他,大學,10253736,24808283010
202209,臺灣,其他,專科,3402698,9956138483
202209,臺灣,其他,高中高職,4646555,14461323178
202209,臺灣,其他,其他,4107853,11220861990
202210,臺灣,食,博士,432093,282683190
202210,臺灣,食,碩士,7299019,3684579475
202210,臺灣,食,大學,25040636,11993409941
202210,臺灣,食,專科,4870293,2906930273
202210,臺灣,食,高中高職,6823270,3868068375
202210,臺灣,食,其他,9566446,4813911296
202210,臺灣,衣,博士,16917,43490413
202210,臺灣,衣,碩士,354128,851709129
202210,臺灣,衣,大學,1598522,3601543552
202210,臺灣,衣,專科,361004,907402789
202210,臺灣,衣,高中高職,504600,1287229625
202210,臺灣,衣,其他,569580,1335795456
202210,臺灣,住,博士,42950,167828784
202210,臺灣,住,碩士,625100,2221422448
202210,臺灣,住,大學,2237631,6770674455
202210,臺灣,住,專科,567230,2007966052
202210,臺灣,住,高中高職,740734,2447370884
202210,臺灣,住,其他,811144,2617792150
202210,臺灣,行,博士,253665,352811628
202210,臺灣,行,碩士,3132788,3594201604
202210,臺灣,行,大學,11324758,10781138425
202210,臺灣,行,專科,3309286,3838442863
202210,臺灣,行,高中高職,4974673,5685332593
202210,臺灣,行,其他,5492002,5281441522
202210,臺灣,文教康樂,博士,85893,351635608
202210,臺灣,文教康樂,碩士,1378613,4186501328
202210,臺灣,文教康樂,大學,4786091,13168458823
202210,臺灣,文教康樂,專科,1041066,3266889248
202210,臺灣,文教康樂,高中高職,1300067,3950565315
202210,臺灣,文教康樂,其他,1907190,4952391104
202210,臺灣,百貨,博士,391133,656265355
202210,臺灣,百貨,碩士,5503605,8161477575
202210,臺灣,百貨,大學,19719459,29270274093
202210,臺灣,百貨,專科,5731142,9282059515
202210,臺灣,百貨,高中高職,6979846,11620831850
202210,臺灣,百貨,其他,7186276,11378692316
202210,臺灣,其他,博士,210266,572871602
202210,臺灣,其他,碩士,2759877,7068360974
202210,臺灣,其他,大學,10151687,25442124867
202210,臺灣,其他,專科,3385749,9802495798
202210,臺灣,其他,高中高職,4707720,14589952494
202210,臺灣,其他,其他,4124645,11323432700
202211,臺灣,食,博士,427232,295690800
202211,臺灣,食,碩士,7064001,3685712371
202211,臺灣,食,大學,24590135,11908952357
202211,臺灣,食,專科,4860833,2927517750
202211,臺灣,食,高中高職,6772413,3847051514
202211,臺灣,食,其他,9026931,4697681042
202211,臺灣,衣,博士,15608,41964476
202211,臺灣,衣,碩士,328892,807811112
202211,臺灣,衣,大學,1522227,3521002015
202211,臺灣,衣,專科,333674,894070306
202211,臺灣,衣,高中高職,469951,1257946914
202211,臺灣,衣,其他,537847,1303617330
202211,臺灣,住,博士,44477,201865318
202211,臺灣,住,碩士,649711,2326702136
202211,臺灣,住,大學,2381712,7333002626
202211,臺灣,住,專科,596129,2126864057
202211,臺灣,住,高中高職,768408,2576706610
202211,臺灣,住,其他,853073,2815313334
202211,臺灣,行,博士,257676,368740886
202211,臺灣,行,碩士,3138245,3724345842
202211,臺灣,行,大學,11304119,11286435752
202211,臺灣,行,專科,3300419,4028372704
202211,臺灣,行,高中高職,4917847,5809449803
202211,臺灣,行,其他,5466652,5442095529
202211,臺灣,文教康樂,博士,85761,335868552
202211,臺灣,文教康樂,碩士,1377590,3941635865
202211,臺灣,文教康樂,大學,4821137,11582758825
202211,臺灣,文教康樂,專科,1037675,2943074071
202211,臺灣,文教康樂,高中高職,1297421,3497774889
202211,臺灣,文教康樂,其他,1912270,4499627210
202211,臺灣,百貨,博士,393990,745116925
202211,臺灣,百貨,碩士,5540130,9099852822
202211,臺灣,百貨,大學,19900488,31681167384
202211,臺灣,百貨,專科,5745702,9631475675
202211,臺灣,百貨,高中高職,6921661,11838625007
202211,臺灣,百貨,其他,7132492,12052800054
202211,臺灣,其他,博士,224500,730813793
202211,臺灣,其他,碩士,2942449,7730641307
202211,臺灣,其他,大學,10861505,28009474758
202211,臺灣,其他,專科,3599965,11043411472
202211,臺灣,其他,高中高職,4941976,16168974666
202211,臺灣,其他,其他,4360436,12887742841
202212,臺灣,食,博士,453395,347800212
202212,臺灣,食,碩士,7398205,4400086014
202212,臺灣,食,大學,25760734,13935785277
202212,臺灣,食,專科,5066230,3413419337
202212,臺灣,食,高中高職,7024410,4334031205
202212,臺灣,食,其他,9458342,5332664311
202212,臺灣,衣,博士,21362,58416430
202212,臺灣,衣,碩士,443614,1095750524
202212,臺灣,衣,大學,2006992,4746573526
202212,臺灣,衣,專科,473552,1264334579
202212,臺灣,衣,高中高職,654378,1749847497
202212,臺灣,衣,其他,726532,1790828066
202212,臺灣,住,博士,48179,201783930
202212,臺灣,住,碩士,683920,2446999703
202212,臺灣,住,大學,2481112,7422183899
202212,臺灣,住,專科,635101,2197422916
202212,臺灣,住,高中高職,830593,2717159902
202212,臺灣,住,其他,897787,2865734795
202212,臺灣,行,博士,276416,405559389
202212,臺灣,行,碩士,3408057,4312981795
202212,臺灣,行,大學,12210709,12796372414
202212,臺灣,行,專科,3525624,4564994515
202212,臺灣,行,高中高職,5224989,6440346173
202212,臺灣,行,其他,5852508,5970471136
202212,臺灣,文教康樂,博士,90276,366098629
202212,臺灣,文教康樂,碩士,1448569,4225718577
202212,臺灣,文教康樂,大學,4958312,12487673117
202212,臺灣,文教康樂,專科,1079925,3266579497
202212,臺灣,文教康樂,高中高職,1328425,3875776114
202212,臺灣,文教康樂,其他,1895915,4744236500
202212,臺灣,百貨,博士,420174,681749655
202212,臺灣,百貨,碩士,5901318,8312089092
202212,臺灣,百貨,大學,21122176,29010875585
202212,臺灣,百貨,專科,6116133,9088706725
202212,臺灣,百貨,高中高職,7409982,11455988075
202212,臺灣,百貨,其他,7639310,11345882859
202212,臺灣,其他,博士,224865,764950570
202212,臺灣,其他,碩士,2996694,8737414795
202212,臺灣,其他,大學,11060878,31455942097
202212,臺灣,其他,專科,3618993,12300812547
202212,臺灣,其他,高中高職,4980493,17269799328
202212,臺灣,其他,其他,4379786,13152798045
202301,臺灣,食,博士,445826,371446994
202301,臺灣,食,碩士,7164154,4488243797
202301,臺灣,食,大學,25136640,14405886402
202301,臺灣,食,專科,5111151,3772500417
202301,臺灣,食,高中高職,7043277,4749212850
202301,臺灣,食,其他,9069912,5586163670
202301,臺灣,衣,博士,18627,56521428
202301,臺灣,衣,碩士,348633,883247535
202301,臺灣,衣,大學,1555096,3749371116
202301,臺灣,衣,專科,396613,1079543827
202301,臺灣,衣,高中高職,557243,1553647705
202301,臺灣,衣,其他,599886,1577930227
202301,臺灣,住,博士,49184,226548038
202301,臺灣,住,碩士,643786,2430684789
202301,臺灣,住,大學,2254265,7322794932
202301,臺灣,住,專科,597179,2267522106
202301,臺灣,住,高中高職,774501,2772917384
202301,臺灣,住,其他,848837,2996769849
202301,臺灣,行,博士,250303,348717258
202301,臺灣,行,碩士,3138531,3423935965
202301,臺灣,行,大學,11431892,10610162909
202301,臺灣,行,專科,3360919,3753974809
202301,臺灣,行,高中高職,5038430,5517193960
202301,臺灣,行,其他,5488827,5208263959
202301,臺灣,文教康樂,博士,92581,404132584
202301,臺灣,文教康樂,碩士,1416952,4524634933
202301,臺灣,文教康樂,大學,4793184,12959761508
202301,臺灣,文教康樂,專科,1054028,3606304767
202301,臺灣,文教康樂,高中高職,1310973,3991869709
202301,臺灣,文教康樂,其他,1892303,5074459529
202301,臺灣,百貨,博士,420787,710519066
202301,臺灣,百貨,碩士,5709368,8315788211
202301,臺灣,百貨,大學,20351000,29734258626
202301,臺灣,百貨,專科,5984632,9609681333
202301,臺灣,百貨,高中高職,7246656,12111250437
202301,臺灣,百貨,其他,7397639,11956390060
202301,臺灣,其他,博士,200281,596684347
202301,臺灣,其他,碩士,2603404,7100437882
202301,臺灣,其他,大學,9597796,24990862138
202301,臺灣,其他,專科,3142006,9628782953
202301,臺灣,其他,高中高職,4381282,13971345025
202301,臺灣,其他,其他,3863608,11055987515
202302,臺灣,食,博士,416346,288162558
202302,臺灣,食,碩士,6788274,3693794475
202302,臺灣,食,大學,23730018,11942503829
202302,臺灣,食,專科,4656769,2907641873
202302,臺灣,食,高中高職,6447048,3791531627
202302,臺灣,食,其他,8511228,4574550225
202302,臺灣,衣,博士,14922,39130381
202302,臺灣,衣,碩士,287605,688898505
202302,臺灣,衣,大學,1303015,2971220127
202302,臺灣,衣,專科,303022,778301087
202302,臺灣,衣,高中高職,420814,1084869847
202302,臺灣,衣,其他,467746,1138383034
202302,臺灣,住,博士,43667,172337391
202302,臺灣,住,碩士,589799,2003047640
202302,臺灣,住,大學,2144355,6163355094
202302,臺灣,住,專科,543944,1806958523
202302,臺灣,住,高中高職,708735,2246478320
202302,臺灣,住,其他,781953,2468703559
202302,臺灣,行,博士,240709,370672142
202302,臺灣,行,碩士,2975626,3756239677
202302,臺灣,行,大學,10787050,11140638187
202302,臺灣,行,專科,3125988,3832034144
202302,臺灣,行,高中高職,4647028,5422586865
202302,臺灣,行,其他,5161998,5312163856
202302,臺灣,文教康樂,博士,93931,487040621
202302,臺灣,文教康樂,碩士,1442413,5299501565
202302,臺灣,文教康樂,大學,5025035,15520436598
202302,臺灣,文教康樂,專科,1128113,5214025559
202302,臺灣,文教康樂,高中高職,1361864,5191347836
202302,臺灣,文教康樂,其他,1961876,6284703992
202302,臺灣,百貨,博士,366600,525008720
202302,臺灣,百貨,碩士,5029087,6299227755
202302,臺灣,百貨,大學,17988240,22663710027
202302,臺灣,百貨,專科,5124855,6927421336
202302,臺灣,百貨,高中高職,6190163,8826943800
202302,臺灣,百貨,其他,6418625,8956943125
202302,臺灣,其他,博士,205114,553857205
202302,臺灣,其他,碩士,2685243,6122054181
202302,臺灣,其他,大學,9773116,22033945927
202302,臺灣,其他,專科,3173043,8394601084
202302,臺灣,其他,高中高職,4370700,11755016883
202302,臺灣,其他,其他,3904731,9626947412
202303,臺灣,食,博士,466155,290846312
202303,臺灣,食,碩士,7663363,3787416469
202303,臺灣,食,大學,27207434,12509256792
202303,臺灣,食,專科,5225216,2994817381
202303,臺灣,食,高中高職,7392609,3997922755
202303,臺灣,食,其他,9725982,4757609849
202303,臺灣,衣,博士,15120,42384029
202303,臺灣,衣,碩士,306953,732080784
202303,臺灣,衣,大學,1442026,3218658467
202303,臺灣,衣,專科,328453,816523308
202303,臺灣,衣,高中高職,465267,1183098489
202303,臺灣,衣,其他,509853,1217576679
202303,臺灣,住,博士,41764,167553000
202303,臺灣,住,碩士,580360,1969427428
202303,臺灣,住,大學,2199313,6197860623
202303,臺灣,住,專科,554164,1863828693
202303,臺灣,住,高中高職,741047,2381871278
202303,臺灣,住,其他,795764,2514874631
202303,臺灣,行,博士,281432,452947020
202303,臺灣,行,碩士,3394296,4253330634
202303,臺灣,行,大學,12269533,12505444079
202303,臺灣,行,專科,3540353,4453797955
202303,臺灣,行,高中高職,5266185,6319154148
202303,臺灣,行,其他,5803921,5976382080
202303,臺灣,文教康樂,博士,92520,453289579
202303,臺灣,文教康樂,碩士,1439754,4725081607
202303,臺灣,文教康樂,大學,5043384,14012492236
202303,臺灣,文教康樂,專科,1114207,3849795805
202303,臺灣,文教康樂,高中高職,1378776,4553177872
202303,臺灣,文教康樂,其他,1960890,5668352788
202303,臺灣,百貨,博士,389925,564133624
202303,臺灣,百貨,碩士,5390304,6496280724
202303,臺灣,百貨,大學,19679397,24047802713
202303,臺灣,百貨,專科,5632238,7496547516
202303,臺灣,百貨,高中高職,6904639,9666090406
202303,臺灣,百貨,其他,7116957,9700934629
202303,臺灣,其他,博士,240438,677954336
202303,臺灣,其他,碩士,3114511,7814028478
202303,臺灣,其他,大學,11504096,29007960712
202303,臺灣,其他,專科,3853107,11388393683
202303,臺灣,其他,高中高職,5420616,17005296598
202303,臺灣,其他,其他,4695240,13117065120
202304,臺灣,食,博士,471491,311830198
202304,臺灣,食,碩士,7735359,4017609128
202304,臺灣,食,大學,27256141,13166791104
202304,臺灣,食,專科,5297934,3234256966
202304,臺灣,食,高中高職,7464046,4296675837
202304,臺灣,食,其他,9785775,5027421624
202304,臺灣,衣,博士,17387,51375747
202304,臺灣,衣,碩士,347160,841832757
202304,臺灣,衣,大學,1560552,3515038477
202304,臺灣,衣,專科,357227,899351289
202304,臺灣,衣,高中高職,497286,1238974676
202304,臺灣,衣,其他,558754,1321926165
202304,臺灣,住,博士,44490,193772536
202304,臺灣,住,碩士,617470,2354752367
202304,臺灣,住,大學,2240265,7246177058
202304,臺灣,住,專科,564429,2177117231
202304,臺灣,住,高中高職,749625,2788417820
202304,臺灣,住,其他,807767,2944705615
202304,臺灣,行,博士,266403,431629917
202304,臺灣,行,碩士,3273631,3998347279
202304,臺灣,行,大學,11858747,11825215179
202304,臺灣,行,專科,3396368,4157250076
202304,臺灣,行,高中高職,5102697,5890677773
202304,臺灣,行,其他,5572136,5582009366
202304,臺灣,文教康樂,博士,90930,425392958
202304,臺灣,文教康樂,碩士,1436843,4247346744
202304,臺灣,文教康樂,大學,4963162,12605191700
202304,臺灣,文教康樂,專科,1069923,3431814754
202304,臺灣,文教康樂,高中高職,1348085,4136484746
202304,臺灣,文教康樂,其他,1954210,5107246192
202304,臺灣,百貨,博士,406940,633446925
202304,臺灣,百貨,碩士,5683822,7425503262
202304,臺灣,百貨,大學,20389004,26186998646
202304,臺灣,百貨,專科,5781398,8117614511
202304,臺灣,百貨,高中高職,7007151,10324793990
202304,臺灣,百貨,其他,7243665,10298441282
202304,臺灣,其他,博士,218826,654606924
202304,臺灣,其他,碩士,2820041,7469204591
202304,臺灣,其他,大學,10229298,26711830203
202304,臺灣,其他,專科,3364454,10193480812
202304,臺灣,其他,高中高職,4621513,14318950911
202304,臺灣,其他,其他,4053398,11128766653
202305,臺灣,食,博士,501716,325711798
202305,臺灣,食,碩士,8212137,4178293874
202305,臺灣,食,大學,29050028,13771967202
202305,臺灣,食,專科,5626746,3366929619
202305,臺灣,食,高中高職,7943141,4484886413
202305,臺灣,食,其他,10401405,5253619934
202305,臺灣,衣,博士,17200,44870713
202305,臺灣,衣,碩士,340870,811810386
202305,臺灣,衣,大學,1563115,3479144565
202305,臺灣,衣,專科,365449,905552224
202305,臺灣,衣,高中高職,513752,1285669736
202305,臺灣,衣,其他,557787,1316851466
202305,臺灣,住,博士,43685,182883109
202305,臺灣,住,碩士,594894,2168516547
202305,臺灣,住,大學,2225583,6703563544
202305,臺灣,住,專科,563381,2006964067
202305,臺灣,住,高中高職,753009,2579611739
202305,臺灣,住,其他,788723,2722649217
202305,臺灣,行,博士,287612,448906454
202305,臺灣,行,碩士,3451508,4295762566
202305,臺灣,行,大學,12451319,12589005207
202305,臺灣,行,專科,3567817,4306237429
202305,臺灣,行,高中高職,5322768,6177121943
202305,臺灣,行,其他,5826605,5907617406
202305,臺灣,文教康樂,博士,93161,497639891
202305,臺灣,文教康樂,碩士,1453998,4883700837
202305,臺灣,文教康樂,大學,5099794,14185826969
202305,臺灣,文教康樂,專科,1110212,3917276080
202305,臺灣,文教康樂,高中高職,1396126,4635323793
202305,臺灣,文教康樂,其他,1923467,5770580163
202305,臺灣,百貨,博士,421479,605423336
202305,臺灣,百貨,碩士,5966474,7662885071
202305,臺灣,百貨,大學,21456823,25965792086
202305,臺灣,百貨,專科,6081252,8041306414
202305,臺灣,百貨,高中高職,7396737,10278988973
202305,臺灣,百貨,其他,7531886,10343561747
202305,臺灣,其他,博士,266707,9728727312
202305,臺灣,其他,碩士,3409337,66163673876
202305,臺灣,其他,大學,12003262,96153818780
202305,臺灣,其他,專科,3942444,27479962621
202305,臺灣,其他,高中高職,5410829,28284679255
202305,臺灣,其他,其他,4750545,42420119353
202306,臺灣,食,博士,501935,316021585
202306,臺灣,食,碩士,8215198,4035657120
202306,臺灣,食,大學,29091478,13127799695
202306,臺灣,食,專科,5720816,3178482000
202306,臺灣,食,高中高職,7998623,4193612284
202306,臺灣,食,其他,10257722,4960626825
202306,臺灣,衣,博士,18445,49987032
202306,臺灣,衣,碩士,360490,813466121
202306,臺灣,衣,大學,1611068,3403683839
202306,臺灣,衣,專科,373086,878535845
202306,臺灣,衣,高中高職,512740,1226219277
202306,臺灣,衣,其他,565240,1262413001
202306,臺灣,住,博士,46246,197090639
202306,臺灣,住,碩士,619028,2295771992
202306,臺灣,住,大學,2259600,6972476443
202306,臺灣,住,專科,576245,2090981200
202306,臺灣,住,高中高職,759642,2661193955
202306,臺灣,住,其他,801000,2803874014
202306,臺灣,行,博士,278830,437674873
202306,臺灣,行,碩士,3388531,4170005085
202306,臺灣,行,大學,12279269,12220083391
202306,臺灣,行,專科,3511545,4277864383
202306,臺灣,行,高中高職,5256846,6074741452
202306,臺灣,行,其他,5731308,5758694717
202306,臺灣,文教康樂,博士,94633,514734094
202306,臺灣,文教康樂,碩士,1465164,5003402612
202306,臺灣,文教康樂,大學,5020763,13956658149
202306,臺灣,文教康樂,專科,1082824,3851317126
202306,臺灣,文教康樂,高中高職,1342742,4327281074
202306,臺灣,文教康樂,其他,1899757,5503880913
202306,臺灣,百貨,博士,423090,602160327
202306,臺灣,百貨,碩士,5948373,7002852108
202306,臺灣,百貨,大學,21342972,24521620567
202306,臺灣,百貨,專科,6036831,7664475516
202306,臺灣,百貨,高中高職,7310161,9622571490
202306,臺灣,百貨,其他,7401591,9519831501
202306,臺灣,其他,博士,224426,798826320
202306,臺灣,其他,碩士,2925940,7827315321
202306,臺灣,其他,大學,10704157,29329081037
202306,臺灣,其他,專科,3531808,11193349713
202306,臺灣,其他,高中高職,4908926,16263108796
202306,臺灣,其他,其他,4299864,12611561850
202307,臺灣,食,博士,527641,332704554
202307,臺灣,食,碩士,8791183,4336738655
202307,臺灣,食,大學,31152450,14281940682
202307,臺灣,食,專科,6228503,3557539906
202307,臺灣,食,高中高職,8649586,4697698547
202307,臺灣,食,其他,10798154,5400269036
202307,臺灣,衣,博士,18950,51550826
202307,臺灣,衣,碩士,362992,809231395
202307,臺灣,衣,大學,1622106,3411064366
202307,臺灣,衣,專科,382530,885786566
202307,臺灣,衣,高中高職,522942,1228267136
202307,臺灣,衣,其他,578039,1280396062
202307,臺灣,住,博士,50629,227063101
202307,臺灣,住,碩士,658355,2518649230
202307,臺灣,住,大學,2359472,7389414829
202307,臺灣,住,專科,609150,2264564987
202307,臺灣,住,高中高職,800169,2826823111
202307,臺灣,住,其他,861570,2993612131
202307,臺灣,行,博士,290330,449008633
202307,臺灣,行,碩士,3573444,4383575398
202307,臺灣,行,大學,12860181,12919722883
202307,臺灣,行,專科,3655661,4552374006
202307,臺灣,行,高中高職,5466876,6332416328
202307,臺灣,行,其他,5910592,6012788004
202307,臺灣,文教康樂,博士,103717,543742759
202307,臺灣,文教康樂,碩士,1609301,5133415850
202307,臺灣,文教康樂,大學,5475115,14409785998
202307,臺灣,文教康樂,專科,1163366,3968922837
202307,臺灣,文教康樂,高中高職,1433889,4441910768
202307,臺灣,文教康樂,其他,2080594,5771787252
202307,臺灣,百貨,博士,453297,642492347
202307,臺灣,百貨,碩士,6420814,7384122108
202307,臺灣,百貨,大學,22874921,25507030757
202307,臺灣,百貨,專科,6522344,8131150164
202307,臺灣,百貨,高中高職,7860559,10123749074
202307,臺灣,百貨,其他,7964066,10093722555
202307,臺灣,其他,博士,239856,743306944
